,,CZTS,,,,,,,,,,,
1.107152742,1119.99,0.001417,0.162995595,,,,,,,,,,
1.106145351,1121.01,0.001453,0.321585903,,,,,,,,,,
1.105159491,1122.01,0.001446,0.290748899,,,,,,,,,,
1.104175386,1123.01,0.001427,0.207048458,,,,,,,,,,
1.103202847,1124,0.001429,0.215859031,,,,,,,,,,
1.102222222,1125,0.001406,0.114537445,,,,,,,,,,
1.101253119,1125.99,0.001436,0.246696035,,,,,,,,,,
1.100256431,1127.01,0.001415,0.154185022,,,,,,,,,,
1.099281035,1128.01,0.001434,0.237885463,,,,,,,,,,
1.098317095,1129,0.001407,0.118942731,,,,,,,,,,
1.097354844,1129.99,0.00143,0.220264317,,,,,,,,,,
1.096365196,1131.01,0.001418,0.167400881,,,,,,,,,,
1.095416037,1131.99,0.001436,0.246696035,,,,,,,,,,
1.094429881,1133.01,0.001427,0.207048458,,,,,,,,,,
1.093474427,1134,0.001435,0.242290749,,,,,,,,,,
1.092520639,1134.99,0.001423,0.189427313,,,,,,,,,,
1.091549296,1136,0.001429,0.215859031,,,,,,,,,,
1.090598862,1136.99,0.001439,0.259911894,,,,,,,,,,
1.089630931,1138,0.001438,0.255506608,,,,,,,,,,
1.088664718,1139.01,0.00142,0.176211454,,,,,,,,,,
1.08772884,1139.99,0.001423,0.189427313,,,,,,,,,,
1.08675647,1141.01,0.00141,0.13215859,,,,,,,,,,
1.085823869,1141.99,0.001393,0.057268722,,,,,,,,,,
1.084873883,1142.99,0.001426,0.202643172,,,,,,,,,,
1.083916084,1144,0.001442,0.273127753,,,,,,,,,,
1.082959974,1145.01,0.001436,0.246696035,,,,,,,,,,
1.082033875,1145.99,0.001436,0.246696035,,,,,,,,,,
1.081090506,1146.99,0.001425,0.198237885,,,,,,,,,,
1.080139373,1148,0.001428,0.211453744,,,,,,,,,,
1.079199304,1149,0.001391,0.04845815,,,,,,,,,,
1.078251493,1150.01,0.001423,0.189427313,,,,,,,,,,
1.077314706,1151.01,0.00144,0.264317181,,,,,,,,,,
1.076379545,1152.01,0.001422,0.185022026,,,,,,,,,,
1.075446007,1153.01,0.00144,0.264317181,,,,,,,,,,
1.074514086,1154.01,0.001444,0.281938326,,,,,,,,,,
1.073583778,1155.01,0.001413,0.145374449,,,,,,,,,,
1.072655081,1156.01,0.001422,0.185022026,,,,,,,,,,
1.071727989,1157.01,0.001411,0.136563877,,,,,,,,,,
1.070802497,1158.01,0.001438,0.255506608,,,,,,,,,,
1.069887834,1159,0.001441,0.268722467,,,,,,,,,,
1.068965517,1160,0.001419,0.171806167,,,,,,,,,,
1.068053988,1160.99,0.001442,0.273127753,,,,,,,,,,
1.067116462,1162.01,0.001423,0.189427313,,,,,,,,,,
1.066198915,1163.01,0.001433,0.233480176,,,,,,,,,,
1.065292096,1164,0.001446,0.290748899,,,,,,,,,,
1.064386819,1164.99,0.001437,0.251101322,,,,,,,,,,
1.063455717,1166.01,0.001439,0.259911894,,,,,,,,,,
1.062562661,1166.99,0.00143,0.220264317,,,,,,,,,,
1.061634746,1168.01,0.001436,0.246696035,,,,,,,,,,
1.060735672,1169,0.001445,0.286343612,,,,,,,,,,
1.059820002,1170.01,0.001447,0.295154185,,,,,,,,,,
1.058923997,1171,0.001437,0.251101322,,,,,,,,,,
1.05801145,1172.01,0.001451,0.31277533,,,,,,,,,,
1.0571185,1173,0.001453,0.321585903,,,,,,,,,,
1.056209061,1174.01,0.001447,0.295154185,,,,,,,,,,
1.05532813,1174.99,0.001452,0.317180617,,,,,,,,,,
1.054421769,1176,0.00142,0.176211454,,,,,,,,,,
1.053516962,1177.01,0.001438,0.255506608,,,,,,,,,,
1.052640515,1177.99,0.00143,0.220264317,,,,,,,,,,
1.051747682,1178.99,0.001427,0.207048458,,,,,,,,,,
1.050847458,1180,0.001448,0.299559471,,,,,,,,,,
1.049948773,1181.01,0.001444,0.281938326,,,,,,,,,,
1.049060499,1182.01,0.001434,0.237885463,,,,,,,,,,
1.048173726,1183.01,0.001453,0.321585903,,,,,,,,,,
1.047306143,1183.99,0.001458,0.343612335,,,,,,,,,,
1.046422333,1184.99,0.00145,0.308370044,,,,,,,,,,
1.045540013,1185.99,0.00147,0.396475771,,,,,,,,,,
1.04465918,1186.99,0.001449,0.303964758,,,,,,,,,,
1.04377983,1187.99,0.001464,0.370044053,,,,,,,,,,
1.042884416,1189.01,0.00146,0.352422907,,,,,,,,,,
1.04200805,1190.01,0.001458,0.343612335,,,,,,,,,,
1.041133156,1191.01,0.001437,0.251101322,,,,,,,,,,
1.040268456,1192,0.001472,0.405286344,,,,,,,,,,
1.039405192,1192.99,0.001472,0.405286344,,,,,,,,,,
1.038534661,1193.99,0.001469,0.392070485,,,,,,,,,,
1.037648221,1195.01,0.00148,0.440528634,,,,,,,,,,
1.036789298,1196,0.001478,0.431718062,,,,,,,,,,
1.035931796,1196.99,0.001471,0.400881057,,,,,,,,,,
1.035049791,1198.01,0.001449,0.303964758,,,,,,,,,,
1.034195163,1199,0.001463,0.365638767,,,,,,,,,,
1.033324722,1200.01,0.00147,0.396475771,,,,,,,,,,
1.032472939,1201,0.00147,0.396475771,,,,,,,,,,
1.031605394,1202.01,0.001459,0.348017621,,,,,,,,,,
1.030756442,1203,0.001489,0.480176211,,,,,,,,,,
1.029891778,1204.01,0.001488,0.475770925,,,,,,,,,,
1.029054183,1204.99,0.001456,0.334801762,,,,,,,,,,
1.028192371,1206,0.001481,0.444933921,,,,,,,,,,
1.027332002,1207.01,0.00148,0.440528634,,,,,,,,,,
1.026498564,1207.99,0.0015,0.528634361,,,,,,,,,,
1.025641026,1209,0.001488,0.475770925,,,,,,,,,,
1.024793388,1210,0.001467,0.383259912,,,,,,,,,,
1.023938696,1211.01,0.00148,0.440528634,,,,,,,,,,
1.023093869,1212.01,0.001475,0.418502203,,,,,,,,,,
1.022250435,1213.01,0.001485,0.462555066,,,,,,,,,,
1.021425218,1213.99,0.001498,0.519823789,,,,,,,,,,
1.020584532,1214.99,0.001493,0.497797357,,,,,,,,,,
1.019745228,1215.99,0.001472,0.405286344,,,,,,,,,,
1.01889056,1217.01,0.001497,0.515418502,,,,,,,,,,
1.018054039,1218.01,0.001488,0.475770925,,,,,,,,,,
1.017218891,1219.01,0.001503,0.54185022,,,,,,,,,,
1.016393443,1220,0.001515,0.594713656,,,,,,,,,,
1.015561016,1221,0.001481,0.444933921,,,,,,,,,,
1.014738255,1221.99,0.001489,0.480176211,,,,,,,,,,
1.013891955,1223.01,0.001464,0.370044053,,,,,,,,,,
1.013071895,1224,0.001519,0.612334802,,,,,,,,,,
1.012253161,1224.99,0.001496,0.511013216,,,,,,,,,,
1.011411,1226.01,0.001504,0.546255507,,,,,,,,,,
1.010594947,1227,0.001494,0.502202643,,,,,,,,,,
1.00978021,1227.99,0.001493,0.497797357,,,,,,,,,,
1.008950366,1229,0.001499,0.524229075,,,,,,,,,,
1.008138278,1229.99,0.001487,0.471365639,,,,,,,,,,
1.007311129,1231,0.001496,0.511013216,,,,,,,,,,
1.006485337,1232.01,0.001474,0.414096916,,,,,,,,,,
1.005685366,1232.99,0.001501,0.533039648,,,,,,,,,,
1.004862237,1234,0.001503,0.54185022,,,,,,,,,,
1.004040453,1235.01,0.001498,0.519823789,,,,,,,,,,
1.003244363,1235.99,0.001511,0.577092511,,,,,,,,,,
1.002433326,1236.99,0.001509,0.568281938,,,,,,,,,,
1.001615509,1238,0.001513,0.585903084,,,,,,,,,,
1.000807103,1239,0.001504,0.546255507,,,,,,,,,,
1,1240,0.001534,0.678414097,,,,,,,,,,
0.999186147,1241.01,0.00151,0.572687225,,,,,,,,,,
0.998381656,1242.01,0.001507,0.559471366,,,,,,,,,,
0.997586484,1243,0.001508,0.563876652,,,,,,,,,,
0.996784566,1244,0.001497,0.515418502,,,,,,,,,,
0.995983936,1245,0.001503,0.54185022,,,,,,,,,,
0.995192578,1245.99,0.001525,0.63876652,,,,,,,,,,
0.994394502,1246.99,0.001516,0.599118943,,,,,,,,,,
0.993581782,1248.01,0.001513,0.585903084,,,,,,,,,,
0.992794235,1249,0.001491,0.488986784,,,,,,,,,,
0.992007936,1249.99,0.001528,0.651982379,,,,,,,,,,
0.991199111,1251.01,0.001498,0.519823789,,,,,,,,,,
0.990415335,1252,0.001507,0.559471366,,,,,,,,,,
0.989632798,1252.99,0.00151,0.572687225,,,,,,,,,,
0.988835726,1254,0.0015,0.528634361,,,,,,,,,,
0.988055682,1254.99,0.001516,0.599118943,,,,,,,,,,
0.987261146,1256,0.001513,0.585903084,,,,,,,,,,
0.986467888,1257.01,0.001529,0.656387665,,,,,,,,,,
0.985699409,1257.99,0.001544,0.72246696,,,,,,,,,,
0.984908658,1259,0.001534,0.678414097,,,,,,,,,,
0.984119174,1260.01,0.001556,0.775330396,,,,,,,,,,
0.983338752,1261.01,0.001553,0.762114537,,,,,,,,,,
0.982575139,1261.99,0.001565,0.814977974,,,,,,,,,,
0.981797164,1262.99,0.001539,0.700440529,,,,,,,,,,
0.981012658,1264,0.001555,0.77092511,,,,,,,,,,
0.980237154,1265,0.001527,0.647577093,,,,,,,,,,
0.979462875,1266,0.001556,0.775330396,,,,,,,,,,
0.978689818,1267,0.001522,0.625550661,,,,,,,,,,
0.977925693,1267.99,0.001546,0.731277533,,,,,,,,,,
0.97715506,1268.99,0.001531,0.665198238,,,,,,,,,,
0.976385641,1269.99,0.001527,0.647577093,,,,,,,,,,
0.97560208,1271.01,0.001528,0.651982379,,,,,,,,,,
0.974842767,1272,0.001567,0.823788546,,,,,,,,,,
0.974084635,1272.99,0.00154,0.704845815,,,,,,,,,,
0.973304762,1274.01,0.001548,0.740088106,,,,,,,,,,
0.97254902,1275,0.001548,0.740088106,,,,,,,,,,
0.97179445,1275.99,0.001601,0.973568282,,,,,,,,,,
0.971025842,1277,0.001557,0.779735683,,,,,,,,,,
0.970258449,1278.01,0.00153,0.660792952,,,,,,,,,,
0.969507428,1279,0.00155,0.748898678,,,,,,,,,,
0.968742432,1280.01,0.001549,0.744493392,,,,,,,,,,
0.968001311,1280.99,0.001581,0.885462555,,,,,,,,,,
0.96723869,1282,0.001566,0.81938326,,,,,,,,,,
0.966484801,1283,0.001545,0.726872247,,,,,,,,,,
0.965724566,1284.01,0.001561,0.797356828,,,,,,,,,,
0.964973035,1285.01,0.001553,0.762114537,,,,,,,,,,
0.964222673,1286.01,0.001565,0.814977974,,,,,,,,,,
0.96348845,1286.99,0.001543,0.718061674,,,,,,,,,,
0.962740394,1287.99,0.001557,0.779735683,,,,,,,,,,
0.961978573,1289.01,0.001561,0.797356828,,,,,,,,,,
0.961232859,1290.01,0.001567,0.823788546,,,,,,,,,,
0.9604883,1291.01,0.001587,0.911894273,,,,,,,,,,
0.959752322,1292,0.001574,0.854625551,,,,,,,,,,
0.959017471,1292.99,0.001581,0.885462555,,,,,,,,,,
0.958261528,1294.01,0.001582,0.889867841,,,,,,,,,,
0.957528958,1295,0.001571,0.841409692,,,,,,,,,,
0.956797506,1295.99,0.001601,0.973568282,,,,,,,,,,
0.956045057,1297.01,0.001594,0.942731278,,,,,,,,,,
0.955323231,1297.99,0.001548,0.740088106,,,,,,,,,,
0.954573098,1299.01,0.001607,1,,,,,,,,,,
0.953853491,1299.99,0.001555,0.77092511,,,,,,,,,,
0.95311299,1301,0.001574,0.854625551,,,,,,,,,,
0.952373638,1302.01,0.001574,0.854625551,,,,,,,,,,
0.951642735,1303.01,0.001585,0.9030837,,,,,,,,,,
0.950927538,1303.99,0.001582,0.889867841,,,,,,,,,,
0.950191571,1305,0.001572,0.845814978,,,,,,,,,,
0.949464012,1306,0.001573,0.850220264,,,,,,,,,,
0.948737567,1307,0.001554,0.766519824,,,,,,,,,,
0.948012232,1308,0.001597,0.955947137,,,,,,,,,,
0.947288006,1309,0.00157,0.837004405,,,,,,,,,,
0.946572111,1309.99,0.001559,0.788546256,,,,,,,,,,
0.945850083,1310.99,0.001603,0.982378855,,,,,,,,,,
0.945114748,1312.01,0.001587,0.911894273,,,,,,,,,,
0.944402133,1313,0.001556,0.775330396,,,,,,,,,,
0.943690591,1313.99,0.001578,0.872246696,,,,,,,,,,
0.942958609,1315.01,0.001589,0.920704846,,,,,,,,,,
0.94224924,1316,0.001575,0.859030837,,,,,,,,,,
0.94152664,1317.01,0.001558,0.784140969,,,,,,,,,,
0.940819423,1318,0.001573,0.850220264,,,,,,,,,,
0.940099014,1319.01,0.001584,0.898678414,,,,,,,,,,
0.939401056,1319.99,0.001586,0.907488987,,,,,,,,,,
0.938682816,1321,0.001598,0.960352423,,,,,,,,,,
0.937972769,1322,0.001563,0.806167401,,,,,,,,,,
0.93725671,1323.01,0.00156,0.792951542,,,,,,,,,,
0.936548818,1324.01,0.001548,0.740088106,,,,,,,,,,
0.935841994,1325.01,0.001561,0.797356828,,,,,,,,,,
0.935136236,1326.01,0.00157,0.837004405,,,,,,,,,,
0.934431542,1327.01,0.001577,0.86784141,,,,,,,,,,
0.933727909,1328.01,0.001574,0.854625551,,,,,,,,,,
0.933032355,1329,0.001543,0.718061674,,,,,,,,,,
0.932330827,1330,0.001568,0.828193833,,,,,,,,,,
0.931637353,1330.99,0.001544,0.72246696,,,,,,,,,,
0.930923942,1332.01,0.001548,0.740088106,,,,,,,,,,
0.930232558,1333,0.001569,0.832599119,,,,,,,,,,
0.929528264,1334.01,0.001524,0.634361233,,,,,,,,,,
0.928838951,1335,0.001554,0.766519824,,,,,,,,,,
0.928136765,1336.01,0.001548,0.740088106,,,,,,,,,,
0.927456451,1336.99,0.001536,0.68722467,,,,,,,,,,
0.926756353,1338,0.001557,0.779735683,,,,,,,,,,
0.926064227,1339,0.00156,0.792951542,,,,,,,,,,
0.925366229,1340.01,0.001549,0.744493392,,,,,,,,,,
0.924676177,1341.01,0.001571,0.841409692,,,,,,,,,,
0.923987154,1342.01,0.001548,0.740088106,,,,,,,,,,
0.923299156,1343.01,0.001557,0.779735683,,,,,,,,,,
0.922612183,1344.01,0.001513,0.585903084,,,,,,,,,,
0.921926231,1345.01,0.001545,0.726872247,,,,,,,,,,
0.921248143,1346,0.001527,0.647577093,,,,,,,,,,
0.920571051,1346.99,0.001539,0.700440529,,,,,,,,,,
0.919874482,1348.01,0.001545,0.726872247,,,,,,,,,,
0.919199407,1349,0.001543,0.718061674,,,,,,,,,,
0.918525322,1349.99,0.001535,0.682819383,,,,,,,,,,
0.917838638,1351,0.001527,0.647577093,,,,,,,,,,
0.917166547,1351.99,0.001535,0.682819383,,,,,,,,,,
0.916481892,1353,0.001551,0.753303965,,,,,,,,,,
0.915805022,1354,0.001519,0.612334802,,,,,,,,,,
0.915122398,1355.01,0.001516,0.599118943,,,,,,,,,,
0.914461021,1355.99,0.001535,0.682819383,,,,,,,,,,
0.913787132,1356.99,0.001519,0.612334802,,,,,,,,,,
0.913114235,1357.99,0.001499,0.524229075,,,,,,,,,,
0.912442328,1358.99,0.001551,0.753303965,,,,,,,,,,
0.911758002,1360.01,0.001502,0.537444934,,,,,,,,,,
0.911088089,1361.01,0.001518,0.607929515,,,,,,,,,,
0.910425844,1362,0.001501,0.533039648,,,,,,,,,,
0.909764562,1362.99,0.001525,0.63876652,,,,,,,,,,
0.909084244,1364.01,0.001504,0.546255507,,,,,,,,,,
0.908424908,1365,0.001532,0.669603524,,,,,,,,,,
0.907753238,1366.01,0.001523,0.629955947,,,,,,,,,,
0.90709583,1367,0.00152,0.616740088,,,,,,,,,,
0.906432749,1368,0.001521,0.621145374,,,,,,,,,,
0.905764019,1369.01,0.001518,0.607929515,,,,,,,,,,
0.905116096,1369.99,0.001515,0.594713656,,,,,,,,,,
0.904455904,1370.99,0.0015,0.528634361,,,,,,,,,,
0.903796675,1371.99,0.001504,0.546255507,,,,,,,,,,
0.903138406,1372.99,0.001503,0.54185022,,,,,,,,,,
0.902481095,1373.99,0.00149,0.484581498,,,,,,,,,,
0.901811623,1375.01,0.001511,0.577092511,,,,,,,,,,
0.901156242,1376.01,0.001507,0.559471366,,,,,,,,,,
0.900508351,1377,0.001461,0.356828194,,,,,,,,,,
0.899861392,1377.99,0.001471,0.400881057,,,,,,,,,,
0.899202321,1379,0.001496,0.511013216,,,,,,,,,,
0.898557236,1379.99,0.001494,0.502202643,,,,,,,,,,
0.897900072,1381,0.001465,0.374449339,,,,,,,,,,
0.897243869,1382.01,0.001503,0.54185022,,,,,,,,,,
0.896595108,1383.01,0.001495,0.50660793,,,,,,,,,,
0.895960231,1383.99,0.001483,0.453744493,,,,,,,,,,
0.895313324,1384.99,0.001481,0.444933921,,,,,,,,,,
0.89466735,1385.99,0.00149,0.484581498,,,,,,,,,,
0.894022307,1386.99,0.001462,0.36123348,,,,,,,,,,
0.893378194,1387.99,0.00149,0.484581498,,,,,,,,,,
0.892722155,1389.01,0.00148,0.440528634,,,,,,,,,,
0.892086331,1390,0.001464,0.370044053,,,,,,,,,,
0.891451412,1390.99,0.001493,0.497797357,,,,,,,,,,
0.890804598,1392,0.001494,0.502202643,,,,,,,,,,
0.890171502,1392.99,0.001486,0.466960352,,,,,,,,,,
0.889526542,1394,0.001449,0.303964758,,,,,,,,,,
0.888888889,1395,0.001457,0.339207048,,,,,,,,,,
0.888245786,1396.01,0.001482,0.449339207,,,,,,,,,,
0.887622674,1396.99,0.001494,0.502202643,,,,,,,,,,
0.886987747,1397.99,0.00147,0.396475771,,,,,,,,,,
0.886341055,1399.01,0.001464,0.370044053,,,,,,,,,,
0.885707959,1400.01,0.001479,0.436123348,,,,,,,,,,
0.885082084,1401,0.001475,0.418502203,,,,,,,,,,
0.884450785,1402,0.001461,0.356828194,,,,,,,,,,
0.883814085,1403.01,0.001476,0.422907489,,,,,,,,,,
0.883190883,1404,0.001475,0.418502203,,,,,,,,,,
0.882555996,1405.01,0.001465,0.374449339,,,,,,,,,,
0.881940839,1405.99,0.001464,0.370044053,,,,,,,,,,
0.881307747,1407,0.001438,0.255506608,,,,,,,,,,
0.880675563,1408.01,0.001459,0.348017621,,,,,,,,,,
0.880050532,1409.01,0.00147,0.396475771,,,,,,,,,,
0.879426387,1410.01,0.001465,0.374449339,,,,,,,,,,
0.878809355,1411,0.001463,0.365638767,,,,,,,,,,
0.878186969,1412,0.001432,0.22907489,,,,,,,,,,
0.877571674,1412.99,0.001462,0.36123348,,,,,,,,,,
0.876938636,1414.01,0.001447,0.295154185,,,,,,,,,,
0.876325088,1415,0.001444,0.281938326,,,,,,,,,,
0.87570003,1416.01,0.001457,0.339207048,,,,,,,,,,
0.87509439,1416.99,0.001463,0.365638767,,,,,,,,,,
0.874471086,1418,0.001452,0.317180617,,,,,,,,,,
0.873854827,1419,0.001455,0.330396476,,,,,,,,,,
0.873239437,1420,0.001444,0.281938326,,,,,,,,,,
0.872624912,1421,0.001476,0.422907489,,,,,,,,,,
0.872011252,1422,0.001482,0.449339207,,,,,,,,,,
0.871398454,1423,0.001459,0.348017621,,,,,,,,,,
0.870792632,1423.99,0.00144,0.264317181,,,,,,,,,,
0.870175439,1425,0.001458,0.343612335,,,,,,,,,,
0.869571315,1425.99,0.001457,0.339207048,,,,,,,,,,
0.868955851,1427,0.001474,0.414096916,,,,,,,,,,
0.868341258,1428.01,0.001468,0.387665198,,,,,,,,,,
0.867733606,1429.01,0.001462,0.36123348,,,,,,,,,,
0.867138931,1429.99,0.001461,0.356828194,,,,,,,,,,
0.866520849,1431.01,0.001473,0.40969163,,,,,,,,,,
0.865915741,1432.01,0.001429,0.215859031,,,,,,,,,,
0.865317516,1433,0.001452,0.317180617,,,,,,,,,,
0.864714086,1434,0.001437,0.251101322,,,,,,,,,,
0.864105477,1435.01,0.001431,0.224669604,,,,,,,,,,
0.863509749,1436,0.001454,0.325991189,,,,,,,,,,
0.862908838,1437,0.001429,0.215859031,,,,,,,,,,
0.862302766,1438.01,0.001448,0.299559471,,,,,,,,,,
0.861715509,1438.99,0.001464,0.370044053,,,,,,,,,,
0.861117091,1439.99,0.001444,0.281938326,,,,,,,,,,
0.860507561,1441.01,0.001444,0.281938326,,,,,,,,,,
0.859910819,1442.01,0.00146,0.352422907,,,,,,,,,,
0.859320859,1443,0.001444,0.281938326,,,,,,,,,,
0.858731709,1443.99,0.001467,0.383259912,,,,,,,,,,
0.858131488,1445,0.001428,0.211453744,,,,,,,,,,
0.857532106,1446.01,0.001425,0.198237885,,,,,,,,,,
0.856951327,1446.99,0.001439,0.259911894,,,,,,,,,,
0.856359505,1447.99,0.001434,0.237885463,,,,,,,,,,
0.855768501,1448.99,0.00144,0.264317181,,,,,,,,,,
0.855178312,1449.99,0.001428,0.211453744,,,,,,,,,,
0.854577157,1451.01,0.001466,0.378854626,,,,,,,,,,
0.85399449,1452,0.00143,0.220264317,,,,,,,,,,
0.853412618,1452.99,0.001455,0.330396476,,,,,,,,,,
0.852819807,1454,0.001435,0.242290749,,,,,,,,,,
0.85222782,1455.01,0.001411,0.136563877,,,,,,,,,,
0.851642502,1456.01,0.001442,0.273127753,,,,,,,,,,
0.851057989,1457.01,0.001428,0.211453744,,,,,,,,,,
0.850474277,1458.01,0.001423,0.189427313,,,,,,,,,,
0.84989719,1459,0.001438,0.255506608,,,,,,,,,,
0.849315068,1460,0.001439,0.259911894,,,,,,,,,,
0.848727935,1461.01,0.001428,0.211453744,,,,,,,,,,
0.848153215,1462,0.001431,0.224669604,,,,,,,,,,
0.847573479,1463,0.001448,0.299559471,,,,,,,,,,
0.846994536,1464,0.001416,0.158590308,,,,,,,,,,
0.846416382,1465,0.001433,0.233480176,,,,,,,,,,
0.845839018,1466,0.001425,0.198237885,,,,,,,,,,
0.84526244,1467,0.001429,0.215859031,,,,,,,,,,
0.844692403,1467.99,0.001443,0.27753304,,,,,,,,,,
0.844111641,1469,0.001431,0.224669604,,,,,,,,,,
0.843531677,1470.01,0.001403,0.101321586,,,,,,,,,,
0.842969701,1470.99,0.001424,0.193832599,,,,,,,,,,
0.842397027,1471.99,0.001414,0.149779736,,,,,,,,,,
0.841825131,1472.99,0.001439,0.259911894,,,,,,,,,,
0.841242597,1474.01,0.001399,0.083700441,,,,,,,,,,
0.840677966,1475,0.001412,0.140969163,,,,,,,,,,
0.840102709,1476.01,0.001391,0.04845815,,,,,,,,,,
0.839539607,1477,0.00144,0.264317181,,,,,,,,,,
0.838971583,1478,0.001403,0.101321586,,,,,,,,,,
0.838404327,1479,0.001408,0.123348018,,,,,,,,,,
0.837837838,1480,0.001403,0.101321586,,,,,,,,,,
0.837272113,1481,0.001436,0.246696035,,,,,,,,,,
0.836701507,1482.01,0.001424,0.193832599,,,,,,,,,,
0.836142953,1483,0.001401,0.092511013,,,,,,,,,,
0.835579515,1484,0.001394,0.061674009,,,,,,,,,,
0.835011212,1485.01,0.001427,0.207048458,,,,,,,,,,
0.834449297,1486.01,0.001446,0.290748899,,,,,,,,,,
0.833893746,1487,0.001412,0.140969163,,,,,,,,,,
0.833333333,1488,0.001389,0.039647577,,,,,,,,,,
0.832768081,1489.01,0.001389,0.039647577,,,,,,,,,,
0.832214765,1490,0.001419,0.171806167,,,,,,,,,,
0.831656606,1491,0.001411,0.136563877,,,,,,,,,,
0.831099196,1492,0.001417,0.162995595,,,,,,,,,,
0.830542532,1493,0.001426,0.202643172,,,,,,,,,,
0.829992169,1493.99,0.00145,0.308370044,,,,,,,,,,
0.829431438,1495,0.001425,0.198237885,,,,,,,,,,
0.828871465,1496.01,0.001394,0.061674009,,,,,,,,,,
0.828328847,1496.99,0.001405,0.110132159,,,,,,,,,,
0.827775886,1497.99,0.001433,0.233480176,,,,,,,,,,
0.827223664,1498.99,0.001424,0.193832599,,,,,,,,,,
0.826666667,1500,0.001425,0.198237885,,,,,,,,,,
0.826121427,1500.99,0.001427,0.207048458,,,,,,,,,,
0.825565912,1502,0.001416,0.158590308,,,,,,,,,,
0.825016633,1503,0.001416,0.158590308,,,,,,,,,,
0.824468085,1504,0.001418,0.167400881,,,,,,,,,,
0.823920266,1505,0.001403,0.101321586,,,,,,,,,,
0.823367707,1506.01,0.00142,0.176211454,,,,,,,,,,
0.822832268,1506.99,0.001411,0.136563877,,,,,,,,,,
0.822281167,1508,0.001399,0.083700441,,,,,,,,,,
0.821736249,1509,0.001411,0.136563877,,,,,,,,,,
0.821197491,1509.99,0.001417,0.162995595,,,,,,,,,,
0.820648577,1511,0.001437,0.251101322,,,,,,,,,,
0.820111244,1511.99,0.00138,0,,,,,,,,,,
0.819563781,1513,0.0014,0.088105727,,,,,,,,,,
0.819022457,1514,0.001388,0.035242291,,,,,,,,,,
0.818487251,1514.99,0.001388,0.035242291,,,,,,,,,,
0.817941953,1516,0.001387,0.030837004,,,,,,,,,,
0.81739738,1517.01,0.001419,0.171806167,,,,,,,,,,
0.816869676,1517.99,0.001432,0.22907489,,,,,,,,,,
0.816331905,1518.99,0.001396,0.070484581,,,,,,,,,,
0.815789474,1520,0.001421,0.18061674,,,,,,,,,,
0.815253123,1521,0.001388,0.035242291,,,,,,,,,,
0.814717477,1522,0.001409,0.127753304,,,,,,,,,,
0.814182534,1523,0.001396,0.070484581,,,,,,,,,,
0.813648294,1524,0.001414,0.149779736,,,,,,,,,,
0.813109422,1525.01,0.001407,0.118942731,,,,,,,,,,
0.812581913,1526,0.001423,0.189427313,,,,,,,,,,
0.812049771,1527,0.001415,0.154185022,,,,,,,,,,
0.811518325,1528,0.001429,0.215859031,,,,,,,,,,
0.81098227,1529.01,0.001415,0.154185022,,,,,,,,,,
0.810457516,1530,0.001401,0.092511013,,,,,,,,,,
0.809928152,1531,0.001398,0.079295154,,,,,,,,,,
0.809399478,1532,0.001436,0.246696035,,,,,,,,,,
0.80887677,1532.99,0.001405,0.110132159,,,,,,,,,,
0.808344198,1534,0.001414,0.149779736,,,,,,,,,,
0.80781759,1535,0.001413,0.145374449,,,,,,,,,,
0.807291667,1536,0.001415,0.154185022,,,,,,,,,,
0.806771677,1536.99,0.00144,0.264317181,,,,,,,,,,
0.806241873,1538,0.001399,0.083700441,,,,,,,,,,
0.805717999,1539,0.001409,0.127753304,,,,,,,,,,
0.805194805,1540,0.001419,0.171806167,,,,,,,,,,
0.804672291,1541,0.001395,0.066079295,,,,,,,,,,
0.804155669,1541.99,0.001404,0.105726872,,,,,,,,,,
0.803624085,1543.01,0.001407,0.118942731,,,,,,,,,,
0.803108808,1544,0.001401,0.092511013,,,,,,,,,,
0.802594192,1544.99,0.00142,0.176211454,,,,,,,,,,
0.802075046,1545.99,0.001402,0.0969163,,,,,,,,,,
0.801546208,1547.01,0.001417,0.162995595,,,,,,,,,,
0.801033592,1548,0.001417,0.162995595,,,,,,,,,,
0.800516462,1549,0.001395,0.066079295,,,,,,,,,,
0.8,1550,0.001398,0.079295154,,,,,,,,,,
